time,open,high,low,close,volume
2018-07-03 16:00:00,1250.1,1256.7,1249.15,1252.85,10238
2018-07-04 00:00:00,1252.0,1257.45,1251.35,1257.3,2701
2018-07-04 04:00:00,1257.35,1260.25,1255.75,1256.45,6500
2018-07-04 08:00:00,1256.5,1260.95,1256.0,1256.55,8144
2018-07-04 12:00:00,1256.55,1257.3,1253.8,1255.8,5809
2018-07-04 16:00:00,1255.85,1258.25,1254.75,1256.4,5545
2018-07-05 00:00:00,1256.45,1257.6,1255.4,1256.15,2448
2018-07-05 04:00:00,1256.15,1257.95,1254.45,1254.9,5012
2018-07-05 08:00:00,1254.95,1257.25,1252.65,1253.5,8316
2018-07-05 12:00:00,1253.5,1256.1,1251.1,1255.45,7530
2018-07-05 16:00:00,1255.45,1259.6,1253.65,1257.3,9969
2018-07-05 20:00:00,1257.3,1257.85,1254.4,1257.1,4313
2018-07-06 00:00:00,1257.3,1258.6,1256.05,1256.6,2202
2018-07-06 04:00:00,1256.55,1256.9,1252.55,1254.65,6091
2018-07-06 08:00:00,1254.75,1256.8,1253.55,1255.05,7172
2018-07-06 12:00:00,1255.05,1258.85,1253.45,1254.9,8080
2018-07-06 16:00:00,1254.9,1257.1,1253.4,1255.1,8944
2018-07-06 20:00:00,1255.15,1255.45,1253.75,1254.5,2731
2018-07-09 00:00:00,1255.25,1256.8,1254.65,1256.55,2114
2018-07-09 04:00:00,1256.55,1259.2,1255.5,1258.65,4296
2018-07-09 08:00:00,1258.7,1261.95,1258.45,1261.4,6953
2018-07-09 12:00:00,1261.4,1265.7,1260.95,1263.0,6227
2018-07-09 16:00:00,1263.0,1264.0,1258.6,1258.85,9874
2018-07-09 20:00:00,1258.85,1259.4,1256.95,1257.3,4594
2018-07-10 00:00:00,1257.35,1258.75,1257.15,1257.8,2146
2018-07-10 04:00:00,1257.85,1260.0,1257.85,1258.7,4268
2018-07-10 08:00:00,1258.7,1259.35,1252.2,1252.3,8258
2018-07-10 12:00:00,1252.2,1254.3,1247.05,1253.85,9002
2018-07-10 16:00:00,1253.9,1256.15,1252.15,1254.15,9095
2018-07-10 20:00:00,1254.15,1256.15,1253.8,1255.75,3894
2018-07-11 00:00:00,1255.3,1256.6,1252.8,1253.1,3854
2018-07-11 04:00:00,1253.05,1253.05,1248.8,1250.85,7436
2018-07-11 08:00:00,1250.8,1253.15,1250.2,1250.7,7233
2018-07-11 12:00:00,1250.65,1252.35,1248.0,1251.7,8538
2018-07-11 16:00:00,1251.75,1251.75,1244.55,1244.85,10967
2018-07-11 20:00:00,1244.8,1244.85,1241.25,1242.0,6135
2018-07-12 00:00:00,1241.95,1243.2,1241.0,1241.1,2602
2018-07-12 04:00:00,1241.15,1244.3,1241.1,1244.3,4150
2018-07-12 08:00:00,1244.25,1246.05,1241.95,1244.9,6926
2018-07-12 12:00:00,1244.95,1245.85,1242.15,1244.35,7648
2018-07-12 16:00:00,1244.4,1248.3,1244.0,1246.6,8793
2018-07-12 20:00:00,1246.55,1247.65,1245.05,1246.8,4556
2018-07-13 00:00:00,1246.75,1246.8,1245.45,1246.4,2279
2018-07-13 04:00:00,1246.45,1247.8,1244.45,1244.45,3407
2018-07-13 08:00:00,1244.45,1246.1,1240.1,1240.65,7349
2018-07-13 12:00:00,1240.6,1243.35,1236.05,1243.0,8843
2018-07-13 16:00:00,1243.05,1243.45,1239.7,1241.75,9989
2018-07-13 20:00:00,1241.85,1242.2,1240.4,1240.9,3719
2018-07-16 00:00:00,1240.7,1242.45,1240.6,1242.05,1480
2018-07-16 04:00:00,1242.1,1244.2,1241.2,1243.75,3374
