<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.11.02	05:00:00	1794.003	1794.831	1793.076	1793.641	2672	0	200
2021.11.02	06:00:00	1793.624	1795.727	1792.474	1793.751	3400	0	200
2021.11.02	07:00:00	1793.757	1796.349	1793.600	1794.117	3341	0	200
2021.11.02	08:00:00	1794.086	1794.750	1790.820	1794.717	3982	0	200
2021.11.02	09:00:00	1794.747	1795.525	1793.161	1795.066	3259	0	200
2021.11.02	10:00:00	1795.104	1795.500	1791.288	1792.386	3681	0	200
2021.11.02	11:00:00	1792.409	1792.944	1788.046	1790.003	4122	0	200
2021.11.02	12:00:00	1790.001	1794.251	1788.129	1791.117	7866	0	200
2021.11.02	13:00:00	1791.095	1793.264	1788.930	1790.770	7729	0	200
2021.11.02	14:00:00	1790.739	1791.822	1786.064	1790.688	7062	0	200
2021.11.02	15:00:00	1790.725	1793.168	1787.738	1788.815	5608	0	200
2021.11.02	16:00:00	1788.784	1789.678	1787.289	1788.372	3275	0	200
2021.11.02	17:00:00	1788.348	1789.399	1786.719	1787.404	2661	0	200
2021.11.02	18:00:00	1787.408	1787.472	1786.349	1787.051	2242	0	200
2021.11.02	19:00:00	1787.021	1788.293	1786.418	1788.293	1888	0	200
2021.11.02	20:00:00	1788.263	1788.310	1787.390	1787.899	1025	0	200
2021.11.02	22:00:00	1787.784	1788.157	1786.889	1787.007	910	0	200
2021.11.02	23:00:00	1787.019	1787.566	1786.654	1787.125	726	0	200
2021.11.03	00:00:00	1787.099	1787.579	1782.481	1786.926	1945	0	200
2021.11.03	01:00:00	1786.928	1786.928	1783.212	1783.265	2842	0	200
2021.11.03	02:00:00	1783.233	1783.233	1780.156	1780.690	2987	0	200
2021.11.03	03:00:00	1780.657	1783.760	1779.131	1783.183	2199	0	200
2021.11.03	04:00:00	1783.176	1783.294	1780.693	1781.020	1436	0	200
2021.11.03	05:00:00	1780.992	1782.783	1780.006	1782.093	2176	0	200
2021.11.03	06:00:00	1782.101	1782.264	1777.942	1780.113	2995	0	200
2021.11.03	07:00:00	1780.126	1782.400	1779.425	1781.614	2807	0	200
2021.11.03	08:00:00	1781.616	1783.813	1780.991	1781.617	3621	0	200
2021.11.03	09:00:00	1781.648	1783.097	1781.052	1782.512	2535	0	200
2021.11.03	10:00:00	1782.544	1783.131	1780.479	1783.081	2878	0	200
2021.11.03	11:00:00	1783.049	1785.525	1782.587	1784.626	3134	0	200
2021.11.03	12:00:00	1784.594	1785.604	1774.344	1775.757	8280	0	200
2021.11.03	13:00:00	1775.727	1777.208	1765.588	1767.016	10681	0	200
2021.11.03	14:00:00	1766.751	1766.751	1758.534	1763.155	10900	0	200
2021.11.03	15:00:00	1763.186	1764.834	1760.598	1763.507	5222	0	200
2021.11.03	16:00:00	1763.508	1763.896	1761.939	1761.999	3071	0	200
2021.11.03	17:00:00	1762.031	1765.991	1761.709	1765.021	3351	0	200
2021.11.03	18:00:00	1765.072	1774.504	1761.444	1772.540	25518	0	200
2021.11.03	19:00:00	1772.576	1775.044	1768.510	1773.417	7095	0	200
2021.11.03	20:00:00	1773.449	1774.066	1769.328	1769.610	2302	0	200
2021.11.03	22:00:00	1770.555	1775.451	1770.466	1773.817	1475	0	200
2021.11.03	23:00:00	1773.822	1777.359	1773.612	1777.242	1893	0	200
2021.11.04	00:00:00	1777.274	1778.164	1775.140	1775.692	2560	0	200
2021.11.04	01:00:00	1775.701	1776.139	1773.406	1775.481	3648	0	200
2021.11.04	02:00:00	1775.451	1778.247	1775.430	1776.199	2629	0	200
2021.11.04	03:00:00	1776.229	1777.436	1774.927	1775.064	1979	0	200
2021.11.04	04:00:00	1775.033	1775.695	1774.603	1774.641	1397	0	200
2021.11.04	05:00:00	1774.646	1775.923	1774.114	1774.693	2284	0	200
2021.11.04	06:00:00	1774.663	1774.663	1770.762	1772.689	3427	0	200
2021.11.04	07:00:00	1772.720	1775.927	1772.681	1774.710	3312	0	200
2021.11.04	08:00:00	1774.740	1777.509	1772.249	1776.407	4711	0	200
2021.11.04	09:00:00	1776.420	1777.689	1775.179	1777.296	3404	0	200
2021.11.04	10:00:00	1777.324	1779.750	1775.786	1778.712	3275	0	200
2021.11.04	11:00:00	1778.744	1782.026	1778.199	1780.866	3617	0	200
2021.11.04	12:00:00	1780.903	1792.920	1779.082	1792.577	12116	0	200
2021.11.04	13:00:00	1792.603	1795.842	1790.856	1795.575	8437	0	200
2021.11.04	14:00:00	1795.615	1798.894	1795.021	1796.877	8599	0	200
2021.11.04	15:00:00	1796.847	1797.105	1791.216	1792.213	6295	0	200
2021.11.04	16:00:00	1792.183	1793.793	1790.733	1792.315	3491	0	200
2021.11.04	17:00:00	1792.345	1794.070	1791.027	1793.478	3621	0	200
2021.11.04	18:00:00	1793.448	1793.923	1791.268	1792.414	2757	0	200
2021.11.04	19:00:00	1792.396	1793.852	1791.978	1793.824	2097	0	200
2021.11.04	20:00:00	1793.794	1793.838	1791.284	1791.653	1521	0	200
2021.11.04	22:00:00	1791.107	1791.385	1790.428	1791.349	1038	0	200
2021.11.04	23:00:00	1791.356	1792.115	1790.781	1791.317	1406	0	200
2021.11.05	00:00:00	1791.322	1793.361	1790.057	1791.274	2860	0	200
2021.11.05	01:00:00	1791.304	1795.583	1791.277	1795.512	4294	0	200
2021.11.05	02:00:00	1795.543	1796.081	1792.214	1793.875	2460	0	200
2021.11.05	03:00:00	1793.889	1794.347	1792.458	1792.851	1822	0	200
2021.11.05	04:00:00	1792.840	1795.599	1792.616	1795.582	1679	0	200
2021.11.05	05:00:00	1795.604	1796.931	1794.100	1795.807	2521	0	200
2021.11.05	06:00:00	1795.816	1796.939	1794.868	1796.630	3230	0	200
2021.11.05	07:00:00	1796.608	1798.398	1795.997	1796.471	3176	0	200
2021.11.05	08:00:00	1796.485	1800.049	1794.872	1796.306	4368	0	200
2021.11.05	09:00:00	1796.301	1797.154	1794.022	1795.204	3489	0	200
2021.11.05	10:00:00	1795.229	1795.559	1793.041	1794.162	3066	0	200
2021.11.05	11:00:00	1794.150	1795.071	1791.723	1793.831	3897	0	200
2021.11.05	12:00:00	1793.860	1797.153	1784.842	1790.998	15455	0	200
2021.11.05	13:00:00	1790.962	1803.408	1790.648	1799.254	14846	0	200
2021.11.05	14:00:00	1799.260	1803.323	1795.779	1801.941	8522	0	200
2021.11.05	15:00:00	1801.910	1811.770	1801.221	1809.883	7883	0	200
2021.11.05	16:00:00	1809.920	1815.424	1807.734	1814.073	5982	0	200
2021.11.05	17:00:00	1814.041	1815.252	1812.628	1813.708	4048	0	200
2021.11.05	18:00:00	1813.732	1816.329	1812.434	1815.666	3258	0	200
2021.11.05	19:00:00	1815.698	1818.029	1815.244	1816.878	3037	0	200
2021.11.05	20:00:00	1816.840	1818.269	1816.194	1818.127	1664	0	200
2021.11.07	23:00:00	1815.750	1818.072	1815.470	1815.820	2370	0	200
2021.11.08	00:00:00	1815.830	1816.029	1812.874	1813.488	2418	0	200
2021.11.08	01:00:00	1813.506	1821.057	1813.475	1816.593	5551	0	200
2021.11.08	02:00:00	1816.598	1820.250	1816.598	1819.480	3783	0	200
2021.11.08	03:00:00	1819.483	1820.003	1817.601	1819.078	2614	0	200
2021.11.08	04:00:00	1819.075	1820.577	1818.593	1819.923	2153	0	200
2021.11.08	05:00:00	1819.922	1821.220	1818.749	1821.052	2669	0	200
2021.11.08	06:00:00	1821.019	1821.395	1815.820	1816.698	3519	0	200
2021.11.08	07:00:00	1816.705	1817.531	1814.484	1816.297	4170	0	200
2021.11.08	08:00:00	1816.261	1818.078	1812.403	1813.191	4443	0	200
2021.11.08	09:00:00	1813.200	1816.434	1812.737	1815.936	3086	0	200
2021.11.08	10:00:00	1815.932	1818.285	1815.757	1817.219	2954	0	200
2021.11.08	11:00:00	1817.220	1818.078	1814.961	1816.853	2482	0	200
2021.11.08	12:00:00	1816.869	1818.459	1815.766	1817.739	3407	0	200
2021.11.08	13:00:00	1817.769	1824.167	1816.086	1821.653	7062	0	200
2021.11.08	14:00:00	1821.684	1825.998	1819.093	1822.453	10370	0	200
2021.11.08	15:00:00	1822.447	1823.409	1820.493	1821.462	4808	0	200
2021.11.08	16:00:00	1821.460	1824.273	1819.402	1823.984	3392	0	200
2021.11.08	17:00:00	1823.950	1824.223	1822.805	1823.430	2529	0	200
2021.11.08	18:00:00	1823.414	1826.395	1822.847	1825.590	3313	0	200
2021.11.08	19:00:00	1825.588	1826.089	1825.323	1825.679	1825	0	200
2021.11.08	20:00:00	1825.711	1826.215	1823.589	1823.841	2590	0	200
2021.11.08	21:00:00	1823.810	1824.954	1823.683	1824.199	1060	0	200
2021.11.08	23:00:00	1824.825	1825.273	1823.992	1824.501	1419	0	200
2021.11.09	00:00:00	1824.498	1824.823	1823.405	1823.914	1403	0	200
2021.11.09	01:00:00	1823.915	1827.078	1823.397	1824.792	3979	0	200
2021.11.09	02:00:00	1824.823	1826.566	1821.857	1822.987	3681	0	200
2021.11.09	03:00:00	1822.984	1824.078	1821.849	1822.992	2711	0	200
2021.11.09	04:00:00	1822.990	1823.751	1822.390	1823.473	1829	0	200
2021.11.09	05:00:00	1823.482	1825.816	1823.109	1824.588	2350	0	200
2021.11.09	06:00:00	1824.612	1827.099	1822.962	1823.902	3325	0	200
2021.11.09	07:00:00	1823.882	1825.319	1819.119	1820.076	4092	0	200
2021.11.09	08:00:00	1820.045	1825.760	1820.045	1824.133	4727	0	200
2021.11.09	09:00:00	1824.164	1826.207	1823.050	1825.368	3435	0	200
2021.11.09	10:00:00	1825.378	1826.721	1824.005	1825.105	3098	0	200
2021.11.09	11:00:00	1825.108	1828.506	1823.574	1823.764	3578	0	200
2021.11.09	12:00:00	1823.796	1825.548	1822.769	1824.078	4235	0	200
2021.11.09	13:00:00	1824.106	1830.112	1823.883	1829.911	8210	0	200
2021.11.09	14:00:00	1829.876	1830.332	1825.792	1826.237	8610	0	200
2021.11.09	15:00:00	1826.205	1827.507	1820.222	1825.877	7930	0	200
2021.11.09	16:00:00	1825.845	1829.617	1823.421	1828.414	4251	0	200
2021.11.09	17:00:00	1828.384	1831.257	1827.320	1830.807	3488	0	200
2021.11.09	18:00:00	1830.815	1831.117	1826.903	1830.244	4379	0	200
2021.11.09	19:00:00	1830.274	1830.484	1828.823	1830.253	2562	0	200
2021.11.09	20:00:00	1830.283	1832.618	1830.164	1832.262	2909	0	200
2021.11.09	21:00:00	1832.231	1832.624	1831.356	1831.752	1259	0	200
2021.11.09	23:00:00	1831.823	1832.427	1828.576	1829.861	1994	0	200
2021.11.10	00:00:00	1829.858	1830.989	1829.298	1829.447	1957	0	200
2021.11.10	01:00:00	1829.416	1830.822	1827.354	1827.676	3447	0	200
2021.11.10	02:00:00	1827.679	1830.199	1827.014	1827.231	2736	0	200
2021.11.10	03:00:00	1827.197	1828.549	1826.105	1827.075	2123	0	200
2021.11.10	04:00:00	1827.091	1827.313	1825.804	1826.448	1648	0	200
2021.11.10	05:00:00	1826.446	1827.139	1824.282	1825.729	2106	0	200
2021.11.10	06:00:00	1825.697	1826.987	1824.109	1826.383	2819	0	200
2021.11.10	07:00:00	1826.352	1826.352	1822.919	1824.118	3903	0	200
2021.11.10	08:00:00	1824.086	1827.091	1823.063	1825.542	3742	0	200
2021.11.10	09:00:00	1825.551	1826.776	1824.709	1825.102	2680	0	200
2021.11.10	10:00:00	1825.134	1826.554	1824.555	1824.769	2142	0	200
2021.11.10	11:00:00	1824.734	1825.924	1822.710	1824.520	3159	0	200
2021.11.10	12:00:00	1824.521	1826.601	1824.326	1826.475	2724	0	200
2021.11.10	13:00:00	1826.469	1851.279	1822.076	1849.711	17272	0	200
2021.11.10	14:00:00	1849.680	1868.193	1849.114	1861.582	15978	0	200
2021.11.10	15:00:00	1861.616	1862.464	1851.036	1851.456	10529	0	200
2021.11.10	16:00:00	1851.452	1858.614	1851.452	1854.858	6730	0	200
2021.11.10	17:00:00	1854.890	1855.234	1848.215	1849.619	5513	0	200
2021.11.10	18:00:00	1849.623	1850.751	1841.288	1846.510	10114	0	200
2021.11.10	19:00:00	1846.514	1850.022	1844.455	1847.049	4651	0	200
2021.11.10	20:00:00	1847.015	1852.739	1845.301	1852.530	4121	0	200
2021.11.10	21:00:00	1852.562	1852.707	1848.803	1849.200	1790	0	200
2021.11.10	23:00:00	1849.690	1849.690	1848.261	1848.511	1480	0	200
2021.11.11	00:00:00	1848.493	1852.469	1847.971	1850.078	2389	0	200
2021.11.11	01:00:00	1850.048	1851.303	1845.158	1845.466	4862	0	200
2021.11.11	02:00:00	1845.436	1845.853	1842.860	1844.201	3095	0	200
2021.11.11	03:00:00	1844.164	1853.608	1843.689	1849.928	3927	0	200
2021.11.11	04:00:00	1849.936	1849.936	1847.039	1849.244	2171	0	200
2021.11.11	05:00:00	1849.232	1855.423	1848.908	1853.808	4031	0	200
2021.11.11	06:00:00	1853.806	1855.601	1852.019	1852.283	4124	0	200
2021.11.11	07:00:00	1852.252	1857.094	1851.751	1856.896	3365	0	200
2021.11.11	08:00:00	1856.930	1864.143	1855.172	1861.393	4194	0	200
2021.11.11	09:00:00	1861.402	1863.181	1860.358	1861.978	3233	0	200
2021.11.11	10:00:00	1861.993	1862.796	1860.162	1862.753	2758	0	200
2021.11.11	11:00:00	1862.723	1865.524	1862.038	1863.780	3059	0	200
2021.11.11	12:00:00	1863.793	1863.996	1854.687	1858.464	6279	0	200
2021.11.11	13:00:00	1858.495	1865.739	1856.506	1863.394	7097	0	200
2021.11.11	14:00:00	1863.362	1864.408	1859.446	1859.801	7053	0	200
2021.11.11	15:00:00	1859.832	1862.906	1858.868	1861.604	5406	0	200
2021.11.11	16:00:00	1861.634	1862.952	1859.703	1862.074	3051	0	200
2021.11.11	17:00:00	1862.079	1863.675	1861.421	1862.276	2399	0	200
2021.11.11	18:00:00	1862.270	1862.865	1860.388	1862.154	2721	0	200
2021.11.11	19:00:00	1862.157	1863.306	1861.880	1862.035	1986	0	200
2021.11.11	20:00:00	1862.066	1863.044	1861.615	1862.565	2034	0	200
2021.11.11	21:00:00	1862.534	1863.057	1861.771	1861.816	826	0	200
2021.11.11	23:00:00	1861.684	1862.534	1861.205	1862.286	1950	0	200
2021.11.12	00:00:00	1862.285	1862.317	1859.455	1859.979	2239	0	200
2021.11.12	01:00:00	1859.949	1861.541	1857.730	1859.152	3782	0	200
2021.11.12	02:00:00	1859.171	1860.288	1855.577	1856.847	3011	0	200
2021.11.12	03:00:00	1856.832	1856.832	1855.073	1855.128	2329	0	200
2021.11.12	04:00:00	1855.130	1857.325	1855.123	1857.325	1922	0	200
2021.11.12	05:00:00	1857.326	1859.922	1856.293	1859.818	2775	0	200
2021.11.12	06:00:00	1859.815	1859.979	1857.271	1857.741	2838	0	200
2021.11.12	07:00:00	1857.744	1859.747	1855.532	1856.396	3500	0	200
2021.11.12	08:00:00	1856.363	1858.672	1852.139	1853.213	5297	0	200
2021.11.12	09:00:00	1853.179	1854.139	1849.340	1853.056	4334	0	200
2021.11.12	10:00:00	1853.026	1853.037	1845.543	1846.114	4171	0	200
2021.11.12	11:00:00	1846.146	1850.114	1845.229	1849.131	3959	0	200
2021.11.12	12:00:00	1849.099	1853.912	1849.033	1853.417	4426	0	200
2021.11.12	13:00:00	1853.386	1858.609	1853.386	1854.385	6961	0	200
2021.11.12	14:00:00	1854.408	1859.412	1853.809	1858.436	6270	0	200
2021.11.12	15:00:00	1858.435	1865.763	1858.435	1860.796	9516	0	200
2021.11.12	16:00:00	1860.783	1863.803	1859.749	1863.575	4495	0	200
2021.11.12	17:00:00	1863.581	1865.869	1861.625	1864.709	3496	0	200
2021.11.12	18:00:00	1864.675	1868.574	1864.012	1867.878	4130	0	200
2021.11.12	19:00:00	1867.909	1867.940	1863.698	1863.699	2946	0	200
2021.11.12	20:00:00	1863.731	1866.158	1862.509	1865.807	2840	0	200
2021.11.12	21:00:00	1865.773	1866.123	1863.920	1864.361	1178	0	200
2021.11.14	23:00:00	1866.804	1867.783	1865.240	1865.476	2251	0	200
2021.11.15	00:00:00	1865.490	1866.011	1863.490	1863.790	2202	0	200
2021.11.15	01:00:00	1863.798	1865.965	1857.168	1860.332	6399	0	200
2021.11.15	02:00:00	1860.306	1862.166	1858.707	1859.567	3691	0	200
2021.11.15	03:00:00	1859.565	1859.569	1856.426	1856.859	2416	0	200
2021.11.15	04:00:00	1856.871	1859.260	1856.553	1858.947	1830	0	200
2021.11.15	05:00:00	1858.948	1859.251	1856.901	1858.843	2761	0	200
2021.11.15	06:00:00	1858.865	1859.126	1856.893	1857.247	2775	0	200
2021.11.15	07:00:00	1857.215	1862.209	1856.308	1860.870	3433	0	200
2021.11.15	08:00:00	1860.901	1863.487	1858.445	1858.601	3366	0	200
2021.11.15	09:00:00	1858.566	1863.139	1858.319	1862.320	2643	0	200
2021.11.15	10:00:00	1862.359	1864.811	1861.748	1863.234	2709	0	200
2021.11.15	11:00:00	1863.203	1864.474	1862.520	1864.456	2280	0	200
2021.11.15	12:00:00	1864.423	1864.423	1860.598	1863.825	2766	0	200
2021.11.15	13:00:00	1863.843	1870.267	1862.311	1864.196	7697	0	200
2021.11.15	14:00:00	1864.161	1865.122	1859.664	1860.611	7147	0	200
2021.11.15	15:00:00	1860.579	1863.304	1858.094	1861.997	6338	0	200
2021.11.15	16:00:00	1861.967	1864.786	1859.982	1863.415	3867	0	200
2021.11.15	17:00:00	1863.413	1864.686	1862.357	1863.350	3213	0	200
2021.11.15	18:00:00	1863.320	1865.709	1862.877	1865.709	2308	0	200
2021.11.15	19:00:00	1865.712	1867.863	1865.326	1867.073	2628	0	200
2021.11.15	20:00:00	1867.104	1867.236	1862.017	1863.177	2999	0	200
2021.11.15	21:00:00	1863.145	1863.794	1862.576	1862.731	1498	0	200
2021.11.15	23:00:00	1862.818	1863.868	1861.883	1862.387	1177	0	200
2021.11.16	00:00:00	1862.356	1864.782	1861.888	1864.259	2121	0	200
2021.11.16	01:00:00	1864.252	1865.896	1862.310	1865.880	3957	0	200
2021.11.16	02:00:00	1865.871	1868.751	1865.871	1867.425	3551	0	200
2021.11.16	03:00:00	1867.457	1868.210	1865.215	1866.925	2483	0	200
2021.11.16	04:00:00	1866.910	1867.474	1863.926	1865.664	2102	0	200
2021.11.16	05:00:00	1865.668	1867.733	1865.635	1866.580	2959	0	200
2021.11.16	06:00:00	1866.612	1867.367	1864.879	1865.063	3079	0	200
2021.11.16	07:00:00	1865.028	1865.551	1862.212	1863.939	3667	0	200
2021.11.16	08:00:00	1863.928	1874.194	1863.868	1872.089	4683	0	200
2021.11.16	09:00:00	1872.059	1874.905	1870.600	1873.228	4762	0	200
2021.11.16	10:00:00	1873.188	1874.351	1871.855	1874.129	3288	0	200
2021.11.16	11:00:00	1874.098	1874.717	1872.377	1873.918	3710	0	200
2021.11.16	12:00:00	1873.898	1873.898	1869.297	1870.732	4043	0	200
2021.11.16	13:00:00	1870.701	1877.067	1865.160	1866.747	10303	0	200
2021.11.16	14:00:00	1866.716	1868.965	1858.924	1859.470	12464	0	200
2021.11.16	15:00:00	1859.439	1864.425	1856.371	1861.145	7291	0	200
2021.11.16	16:00:00	1861.133	1861.371	1853.492	1855.166	6397	0	200
2021.11.16	17:00:00	1855.155	1856.633	1851.703	1852.127	4196	0	200
2021.11.16	18:00:00	1852.128	1854.450	1849.645	1850.129	4360	0	200
2021.11.16	19:00:00	1850.098	1852.412	1849.896	1851.520	3150	0	200
2021.11.16	20:00:00	1851.550	1851.550	1849.644	1850.511	3149	0	200
2021.11.16	21:00:00	1850.541	1850.642	1849.656	1850.454	1640	0	200
2021.11.16	23:00:00	1850.191	1850.662	1849.677	1850.311	1724	0	200
2021.11.17	00:00:00	1850.313	1854.818	1849.530	1854.350	2389	0	200
2021.11.17	01:00:00	1854.372	1855.978	1852.954	1855.678	4282	0	200
2021.11.17	02:00:00	1855.654	1856.052	1853.313	1855.896	3190	0	200
2021.11.17	03:00:00	1855.884	1856.034	1851.842	1853.662	3334	0	200
2021.11.17	04:00:00	1853.664	1855.169	1853.401	1854.157	2263	0	200
2021.11.17	05:00:00	1854.186	1854.751	1851.991	1852.303	2639	0	200
2021.11.17	06:00:00	1852.336	1856.057	1852.336	1855.068	2896	0	200
2021.11.17	07:00:00	1855.034	1857.313	1854.179	1856.158	3056	0	200
2021.11.17	08:00:00	1856.164	1860.129	1855.808	1860.076	3317	0	200
2021.11.17	09:00:00	1860.086	1861.348	1859.132	1859.288	2767	0	200
2021.11.17	10:00:00	1859.320	1861.009	1857.923	1859.643	3261	0	200
2021.11.17	11:00:00	1859.604	1862.812	1859.305	1861.671	3565	0	200
2021.11.17	12:00:00	1861.639	1864.803	1861.608	1863.820	3573	0	200
2021.11.17	13:00:00	1863.818	1865.618	1859.979	1862.071	6195	0	200
2021.11.17	14:00:00	1862.102	1867.295	1861.971	1865.949	6370	0	200
2021.11.17	15:00:00	1865.982	1868.063	1860.244	1862.854	5740	0	200
2021.11.17	16:00:00	1862.823	1866.276	1862.290	1866.236	4076	0	200
2021.11.17	17:00:00	1866.205	1867.515	1865.320	1865.403	3437	0	200
2021.11.17	18:00:00	1865.373	1867.992	1863.847	1865.982	4034	0	200
2021.11.17	19:00:00	1865.969	1866.058	1862.788	1863.949	2446	0	200
2021.11.17	20:00:00	1863.919	1866.826	1862.723	1866.789	3156	0	200
2021.11.17	21:00:00	1866.757	1867.544	1866.481	1867.312	1307	0	200
2021.11.17	23:00:00	1866.819	1867.348	1866.250	1866.479	1243	0	200
2021.11.18	00:00:00	1866.507	1870.883	1866.507	1869.854	2076	0	200
2021.11.18	01:00:00	1869.882	1870.233	1867.319	1868.178	3682	0	200
2021.11.18	02:00:00	1868.177	1869.892	1865.377	1866.826	3285	0	200
2021.11.18	03:00:00	1866.853	1866.853	1864.129	1864.925	2438	0	200
2021.11.18	04:00:00	1864.923	1867.324	1864.916	1865.987	1845	0	200
2021.11.18	05:00:00	1865.994	1866.693	1864.734	1866.436	2668	0	200
2021.11.18	06:00:00	1866.467	1866.911	1862.579	1863.819	3169	0	200
2021.11.18	07:00:00	1863.797	1869.400	1863.201	1868.540	3540	0	200
2021.11.18	08:00:00	1868.570	1869.750	1863.799	1864.991	3857	0	200
2021.11.18	09:00:00	1864.993	1866.034	1862.720	1864.218	2977	0	200
2021.11.18	10:00:00	1864.188	1864.458	1858.731	1861.226	3796	0	200
2021.11.18	11:00:00	1861.194	1864.382	1861.063	1862.705	3687	0	200
2021.11.18	12:00:00	1862.716	1866.673	1862.435	1865.523	3154	0	200
2021.11.18	13:00:00	1865.491	1866.843	1855.023	1864.311	11639	0	200
2021.11.18	14:00:00	1864.280	1865.473	1860.660	1861.466	8039	0	200
2021.11.18	15:00:00	1861.457	1863.574	1857.625	1860.054	6992	0	200
2021.11.18	16:00:00	1860.062	1862.274	1859.140	1861.708	3773	0	200
2021.11.18	17:00:00	1861.737	1862.651	1860.175	1860.859	2878	0	200
2021.11.18	18:00:00	1860.828	1860.980	1858.204	1859.898	2765	0	200
2021.11.18	19:00:00	1859.887	1860.466	1858.381	1858.853	2281	0	200
2021.11.18	20:00:00	1858.820	1861.010	1856.724	1860.808	2717	0	200
2021.11.18	21:00:00	1860.774	1860.935	1858.580	1858.844	1238	0	200
2021.11.18	23:00:00	1859.124	1859.625	1857.985	1859.578	1263	0	200
2021.11.19	00:00:00	1859.585	1860.287	1858.571	1859.049	1760	0	200
2021.11.19	01:00:00	1859.051	1862.046	1859.051	1861.384	3528	0	200
2021.11.19	02:00:00	1861.415	1863.007	1860.464	1861.771	2276	0	200
2021.11.19	03:00:00	1861.740	1863.506	1861.518	1863.070	2033	0	200
2021.11.19	04:00:00	1863.056	1863.720	1862.306	1862.644	1703	0	200
2021.11.19	05:00:00	1862.638	1863.492	1860.421	1860.981	1906	0	200
2021.11.19	06:00:00	1860.950	1861.975	1858.673	1859.003	2864	0	200
2021.11.19	07:00:00	1858.963	1859.091	1855.846	1857.476	3464	0	200
2021.11.19	08:00:00	1857.462	1859.295	1853.640	1853.840	4073	0	200
2021.11.19	09:00:00	1853.809	1864.116	1851.393	1864.070	8580	0	200
2021.11.19	10:00:00	1864.057	1864.788	1859.228	1859.615	5122	0	200
2021.11.19	11:00:00	1859.646	1862.390	1858.207	1861.659	3911	0	200
2021.11.19	12:00:00	1861.690	1863.980	1860.120	1860.174	4151	0	200
2021.11.19	13:00:00	1860.205	1864.153	1857.771	1860.063	7052	0	200
2021.11.19	14:00:00	1860.052	1865.621	1851.717	1861.732	12669	0	200
2021.11.19	15:00:00	1861.665	1862.527	1855.911	1860.349	6923	0	200
2021.11.19	16:00:00	1860.371	1860.690	1855.711	1856.462	4508	0	200
2021.11.19	17:00:00	1856.432	1857.392	1842.815	1846.972	10078	0	200
2021.11.19	18:00:00	1846.974	1850.528	1844.440	1848.702	6359	0	200
2021.11.19	19:00:00	1848.732	1849.874	1847.262	1849.651	3476	0	200
2021.11.19	20:00:00	1849.657	1849.657	1846.328	1846.961	3466	0	200
2021.11.19	21:00:00	1846.992	1847.562	1845.373	1846.196	1519	0	200
2021.11.21	23:00:00	1842.207	1847.169	1841.485	1844.890	3838	0	200
2021.11.22	00:00:00	1844.879	1847.207	1844.539	1846.273	3163	0	200
2021.11.22	01:00:00	1846.243	1848.526	1844.044	1845.812	4633	0	200
2021.11.22	02:00:00	1845.815	1847.072	1844.444	1846.495	2778	0	200
2021.11.22	03:00:00	1846.508	1847.199	1845.078	1847.116	2152	0	200
2021.11.22	04:00:00	1847.106	1849.046	1846.858	1847.291	1970	0	200
2021.11.22	05:00:00	1847.293	1848.594	1845.744	1846.698	2336	0	200
2021.11.22	06:00:00	1846.700	1846.734	1840.910	1842.449	3642	0	200
2021.11.22	07:00:00	1842.458	1845.290	1839.893	1844.036	3949	0	200
2021.11.22	08:00:00	1844.005	1846.991	1842.713	1844.729	4801	0	200
2021.11.22	09:00:00	1844.699	1846.659	1844.425	1845.048	3147	0	200
2021.11.22	10:00:00	1845.024	1845.562	1837.175	1839.463	3957	0	200
2021.11.22	11:00:00	1839.432	1843.233	1837.896	1842.576	4001	0	200
2021.11.22	12:00:00	1842.545	1843.003	1839.492	1839.860	3675	0	200
2021.11.22	13:00:00	1839.892	1842.188	1834.856	1837.879	7777	0	200
2021.11.22	14:00:00	1837.903	1838.515	1811.457	1819.198	21715	0	200
2021.11.22	15:00:00	1819.167	1819.675	1813.010	1818.422	8513	0	200
2021.11.22	16:00:00	1818.392	1822.133	1814.643	1815.706	6464	0	200
2021.11.22	17:00:00	1815.697	1816.020	1806.441	1808.430	7095	0	200
2021.11.22	18:00:00	1808.399	1808.437	1804.741	1804.993	5631	0	200
2021.11.22	19:00:00	1805.008	1806.484	1802.202	1803.680	4130	0	200
2021.11.22	20:00:00	1803.649	1807.065	1802.912	1805.193	4121	0	200
2021.11.22	21:00:00	1805.160	1806.328	1804.364	1804.791	1819	0	200
2021.11.22	23:00:00	1807.139	1809.749	1806.989	1808.997	2577	0	200
2021.11.23	00:00:00	1809.027	1810.278	1807.990	1809.478	2387	0	200
2021.11.23	01:00:00	1809.480	1812.370	1807.970	1811.315	4389	0	200
2021.11.23	02:00:00	1811.345	1811.345	1806.435	1809.863	3796	0	200
2021.11.23	03:00:00	1809.870	1810.202	1807.616	1808.339	2144	0	200
2021.11.23	04:00:00	1808.327	1808.558	1806.986	1807.804	1699	0	200
2021.11.23	05:00:00	1807.801	1808.729	1807.334	1808.156	2354	0	200
2021.11.23	06:00:00	1808.158	1808.212	1803.365	1803.893	4102	0	200
2021.11.23	07:00:00	1803.925	1809.831	1802.836	1807.660	5807	0	200
2021.11.23	08:00:00	1807.628	1808.339	1798.596	1800.956	7201	0	200
