iteration,final_equity,profit,max_dd_pct,max_dd_dollars,is_ruined
42,28110.500000000004,18110.500000000004,1.5007630998813577,250.0,False
43,27061.7,17061.7,1.3291332721932014,300.0,False
44,27378.399999999998,17378.399999999998,3.0814504387215056,400.0,False
45,26868.90000000003,16868.90000000003,2.3216220399318974,307.5,False
46,27401.29999999998,17401.29999999998,1.7312423679160698,287.7999999999993,False
47,24904.100000000042,14904.100000000042,1.8181818181818181,200.0,False
48,25393.100000000006,15393.100000000006,2.096364943893379,347.6999999999971,False
49,28542.89999999998,18542.89999999998,1.0033360925075885,200.0,False
50,25716.00000000003,15716.00000000003,2.080872935344871,375.29999999999563,False
51,26553.200000000044,16553.200000000044,1.4881340887137093,250.0,False
52,27305.0,17305.0,2.6580497669919616,302.29999999999563,False
53,27186.899999999987,17186.899999999987,1.6473996451541664,237.70000000000437,False
54,28451.200000000008,18451.200000000008,1.3518872345794737,250.0,False
55,27152.100000000057,17152.100000000057,1.7946376149781587,275.1000000000022,False
56,26050.500000000036,16050.500000000036,2.1238693163147406,245.600000000004,False
57,27906.99999999998,17906.99999999998,1.8551085980573316,250.0,False
58,27916.70000000001,17916.70000000001,1.8063380712024992,350.0,False
59,27700.2,17700.2,1.9310859783847123,300.0,False
60,24079.900000000023,14079.900000000023,3.395783407232047,350.0,False
61,24851.200000000026,14851.200000000026,1.3561259482489945,208.8000000000011,False
62,24837.60000000002,14837.60000000002,2.022179262147229,350.0,False
63,27204.100000000053,17204.100000000053,1.9704433497536946,200.0,False
64,26890.50000000006,16890.50000000006,1.750720054215857,248.00000000000182,False
65,29001.60000000005,19001.60000000005,1.5731086514683377,250.0,False
66,27751.999999999996,17751.999999999996,1.6984705272901741,200.0,False
67,25452.600000000013,15452.600000000013,1.857394206526291,307.20000000000255,False
68,24368.00000000003,14368.00000000003,2.4388000757391075,450.79999999999563,False
69,23960.400000000038,13960.400000000038,2.3515805705474437,298.9000000000033,False
70,27267.400000000034,17267.400000000034,1.0638976955975905,200.0,False
71,24248.000000000036,14248.000000000036,1.8352183647679994,350.0,False
72,24977.10000000001,14977.10000000001,1.6052313978528818,245.1999999999971,False
73,28516.500000000022,18516.500000000022,1.4100991299688357,200.0,False
74,27153.00000000006,17153.00000000006,1.5,200.0,False
75,26433.80000000002,16433.80000000002,1.4408287647054594,250.0,False
76,27771.000000000044,17771.000000000044,1.454469293244278,250.0,False
77,25548.9,15548.900000000001,1.326037182082586,271.00000000000364,False
78,30195.5,20195.5,1.2352083796536477,250.0,False
79,26536.90000000006,16536.90000000006,1.9039060536596855,250.0,False
80,28437.00000000002,18437.00000000002,1.251345196085791,200.0,False
81,28389.900000000052,18389.900000000052,0.9026085386767752,156.20000000000073,False
82,28336.100000000017,18336.100000000017,1.8431616441454548,250.0,False
83,27262.099999999984,17262.099999999984,1.9930641368039232,250.0,False
84,26463.700000000026,16463.700000000026,1.9230769230769231,250.0,False
85,26221.399999999994,16221.399999999994,1.7518144426973896,200.0,False
86,24319.100000000035,14319.100000000035,1.964332789466535,345.6000000000058,False
87,28970.49999999997,18970.49999999997,1.5325435625507648,200.0,False
88,24801.400000000038,14801.400000000038,3.2396008811714365,450.0,False
89,28978.600000000002,18978.600000000002,1.161530122347839,150.0,False
90,29609.60000000002,19609.60000000002,1.7333876461462467,200.0,False
91,26084.800000000003,16084.800000000003,2.176145958461728,250.0,False
92,28688.10000000005,18688.10000000005,1.282190590024979,200.0,False
93,29175.70000000004,19175.70000000004,2.2364277676384288,250.0,False
94,28742.200000000008,18742.200000000008,1.6152689670345686,176.1999999999989,False
95,26861.70000000001,16861.70000000001,1.2752065834665218,250.0,False
96,25830.299999999996,15830.299999999996,1.6488725833711213,300.0,False
97,26378.600000000024,16378.600000000024,1.8218088740310248,200.0,False
98,25084.699999999983,15084.699999999983,1.7884352622203785,250.0,False
99,27457.800000000025,17457.800000000025,2.0066137990817716,250.0,False
100,27815.90000000002,17815.90000000002,1.5,250.0,False
101,23740.400000000045,13740.400000000045,1.3792913201197199,300.0,False
102,23640.200000000023,13640.200000000023,2.2451527152876936,250.0,False
103,24906.500000000007,14906.500000000007,2.4051985701475225,391.59999999999854,False
104,24319.399999999994,14319.399999999994,1.923656399991392,357.5,False
105,28115.000000000022,18115.000000000022,1.7312060273669039,250.0,False
106,25115.499999999985,15115.499999999985,2.2415565925808876,283.40000000000146,False
107,25576.99999999999,15576.999999999989,2.0264591233678084,306.1999999999989,False
108,24698.700000000044,14698.700000000044,1.9704433497536946,200.0,False
109,26695.09999999999,16695.09999999999,1.6447491508088712,395.6000000000022,False
110,24762.300000000003,14762.300000000003,1.8941466658809465,450.0,False
111,24508.10000000002,14508.10000000002,1.8386577798207306,307.20000000000437,False
112,27840.700000000026,17840.700000000026,1.5704750687082831,400.0,False
113,25723.30000000001,15723.30000000001,1.3991362665447875,300.0,False
114,26060.29999999999,16060.299999999988,1.2572079924902777,200.0,False
115,27119.500000000007,17119.500000000007,1.8654006271147754,245.600000000004,False
116,26567.90000000001,16567.90000000001,1.677275433785358,200.0,False
117,28515.299999999977,18515.299999999977,2.1133457159869304,237.79999999999745,False
118,28472.799999999992,18472.799999999992,1.7336633663366554,357.20000000000437,False
119,28918.600000000013,18918.600000000013,0.9657543507233499,206.40000000000146,False
120,27308.999999999985,17308.999999999985,1.5,200.0,False
121,26546.80000000002,16546.80000000002,1.5320151892104494,260.7999999999993,False
122,28515.50000000001,18515.50000000001,0.9213363061784812,200.0,False
123,28705.800000000017,18705.800000000017,1.426953153548188,200.0,False
124,26429.40000000003,16429.40000000003,2.3622568056618563,250.0,False
125,26034.30000000001,16034.30000000001,1.5432289287522054,250.0,False
126,23971.900000000005,13971.900000000005,1.4382556835070421,250.0,False
127,24675.499999999975,14675.499999999975,1.9474700810450625,350.0,False
128,27144.50000000003,17144.50000000003,1.4443353168871682,200.0,False
129,24968.800000000017,14968.800000000017,1.776888679689324,250.0,False
130,25973.500000000015,15973.500000000015,1.574558004279222,237.70000000000437,False
131,25209.40000000003,15209.40000000003,2.5476965183907256,350.0,False
132,25096.900000000005,15096.900000000005,2.1026072329688796,400.0,False
133,27483.600000000035,17483.600000000035,1.0905715135510596,250.0,False
134,27143.200000000026,17143.200000000026,2.5665726278125316,261.0999999999967,False
135,23843.69999999999,13843.69999999999,2.155798601440739,300.0,False
136,27340.30000000007,17340.30000000007,1.3355414284951086,300.0,False
137,25640.499999999993,15640.499999999993,1.9440435733904495,250.0,False
138,26685.100000000002,16685.100000000002,1.8173667567272764,299.9999999999982,False
139,28068.100000000013,18068.100000000013,1.67197992267519,200.0,False
140,26985.000000000036,16985.000000000036,1.4469476639029955,250.0,False
141,26276.80000000002,16276.800000000021,1.5490906837686278,249.99999999999818,False
142,25540.700000000004,15540.700000000004,2.9720000000000253,327.0000000000073,False
143,26230.50000000001,16230.500000000011,1.3678892556858597,218.10000000000582,False
144,25249.90000000001,15249.900000000009,1.8567757460524974,250.0,False
145,26878.600000000013,16878.600000000013,1.709886072733669,350.0,False
146,24977.000000000025,14977.000000000025,1.4411609993010355,200.0,False
147,24567.700000000033,14567.700000000033,1.8496270012013882,300.0,False
148,28374.100000000017,18374.100000000017,1.0739984964021045,200.0,False
149,26525.300000000007,16525.300000000007,2.570090026582071,350.0,False
150,27664.000000000025,17664.000000000025,1.5850458294797414,210.79999999999927,False
151,24873.300000000047,14873.300000000047,1.4019084647233095,250.0,False
152,25554.299999999985,15554.299999999985,1.9498118431571336,300.0,False
153,24230.10000000002,14230.10000000002,2.2014212375509628,250.0,False
154,25470.099999999984,15470.099999999984,1.814286179815592,222.70000000000437,False
155,25425.400000000038,15425.400000000038,1.4284421885638916,300.0,False
156,27853.800000000017,17853.800000000017,4.058346345736349,532.7999999999975,False
157,25521.800000000032,15521.800000000032,1.237447847425963,200.0,False
158,24937.10000000002,14937.10000000002,1.6080169292022277,250.0,False
159,25220.599999999995,15220.599999999995,1.4423076923076923,150.0,False
160,28778.600000000013,18778.600000000013,2.8139346041597983,350.0,False
161,26592.40000000001,16592.40000000001,2.692059341693076,337.70000000000437,False
162,25499.400000000005,15499.400000000005,2.9761295698060417,407.20000000000255,False
163,26832.100000000057,16832.100000000057,2.1144296204072024,298.9000000000033,False
164,23898.400000000045,13898.400000000045,2.7894522175524115,471.8999999999942,False
165,26406.00000000003,16406.00000000003,2.166997494950894,261.5,False
166,25186.00000000003,15186.00000000003,1.9700551615445216,350.0,False
167,26516.100000000013,16516.100000000013,1.7211605211674044,300.0,False
168,25019.30000000001,15019.30000000001,1.8492416054704668,450.0,False
169,24067.300000000003,14067.300000000003,2.3918049927220775,350.0,False
170,26425.600000000006,16425.600000000006,1.610656100762645,200.0,False
171,25960.300000000017,15960.300000000017,1.619770455386893,377.0000000000073,False
172,25840.800000000036,15840.800000000036,1.4159572720733573,250.0,False
173,29562.600000000028,19562.600000000028,1.3424260323256187,200.0,False
174,24964.900000000045,14964.900000000045,2.8676249692754463,350.0,False
175,27197.800000000025,17197.800000000025,1.81365853658538,250.0,False
176,28812.10000000002,18812.10000000002,1.2684194025171183,250.0,False
177,24613.3,14613.3,2.1016174047546987,250.0,False
178,27282.50000000006,17282.50000000006,1.609243494633171,250.0,False
179,29492.2,19492.2,0.9753813741172808,150.0,False
180,24427.20000000003,14427.20000000003,1.905887285825916,300.0,False
181,25056.700000000084,15056.700000000084,2.0,250.0,False
182,25178.9,15178.900000000001,1.684366551849013,282.7999999999993,False
183,28650.600000000035,18650.600000000035,1.3750744832011708,200.0,False
184,26601.400000000012,16601.400000000012,1.4400009216005878,250.0,False
185,26119.500000000007,16119.500000000007,1.9995401057756705,200.00000000000182,False
186,25028.10000000003,15028.100000000031,2.482354596079535,300.0,False
187,25168.30000000001,15168.30000000001,1.3600413925641441,253.10000000000218,False
188,27593.4,17593.4,2.0621788156494616,250.0,False
189,24040.500000000047,14040.500000000047,2.095223727989674,295.19999999999345,False
190,25032.900000000038,15032.900000000038,1.8009256757973597,250.0,False
191,25215.200000000023,15215.200000000023,1.6533708097383546,200.0,False
192,23883.30000000001,13883.30000000001,1.8817649449771907,250.0,False
193,26526.900000000012,16526.900000000012,2.188566926376608,250.0,False
194,26215.50000000001,16215.500000000011,1.592039800995026,300.0,False
195,25910.999999999985,15910.999999999985,1.4366371198299028,250.0,False
196,25890.600000000006,15890.600000000006,1.8094775262891223,350.0,False
197,27798.99999999997,17798.99999999997,1.9161090451091902,321.0000000000073,False
198,27454.200000000004,17454.200000000004,2.4828172059618745,300.0,False
199,27610.500000000004,17610.500000000004,0.9744499230184559,200.0,False
200,26219.600000000035,16219.600000000035,3.5000000000000004,350.0,False
201,26392.000000000015,16392.000000000015,1.9019557534575755,229.80000000000473,False
202,28547.700000000004,18547.700000000004,0.949424174238324,142.90000000000146,False
203,28106.900000000045,18106.900000000045,2.022758927591007,350.0,False
204,28428.200000000037,18428.200000000037,1.7176700149780826,250.0,False
205,22943.50000000004,12943.50000000004,2.277541166556584,350.0,False
206,27386.600000000028,17386.600000000028,1.4094035404216938,200.0,False
207,25800.90000000003,15800.90000000003,1.4870579487894209,255.99999999999636,False
208,26499.20000000002,16499.20000000002,1.2232266271972199,200.0,False
209,25220.50000000003,15220.50000000003,1.6763475739059726,245.60000000000218,False
210,23037.500000000036,13037.500000000036,2.3477705570789977,250.0,False
211,27356.100000000035,17356.100000000035,1.318644885164867,350.0,False
212,28436.79999999999,18436.79999999999,1.7951071673150205,350.0,False
213,24939.90000000008,14939.900000000081,2.1832290581549807,350.0,False
214,25083.900000000023,15083.900000000023,1.0175631397928238,232.79999999999563,False
215,26707.000000000025,16707.000000000025,1.1555937337522646,255.5999999999949,False
216,26517.89999999999,16517.89999999999,1.1745291606227366,200.0,False
217,26260.0,16260.0,2.0806600321271196,437.79999999999563,False
218,27900.500000000044,17900.500000000044,1.988403630029667,250.0,False
219,26192.799999999996,16192.799999999996,2.989230230512357,350.0,False
220,28942.900000000016,18942.900000000016,2.307106657540775,300.0,False
221,25180.700000000004,15180.700000000004,1.8773525574235215,250.0,False
222,24718.80000000003,14718.800000000028,1.9032393133112553,300.0,False
223,26152.5,16152.5,0.9191683364891448,200.0,False
224,25927.20000000001,15927.200000000012,1.487820699751831,250.0,False
225,26689.300000000003,16689.300000000003,2.4349463500154203,300.0,False
226,27646.000000000007,17646.000000000007,2.3573440643863153,292.89999999999964,False
227,25999.899999999987,15999.899999999987,1.932367149758454,200.0,False
228,27701.000000000044,17701.000000000044,1.232635250902904,200.0,False
229,26230.700000000063,16230.700000000063,1.6329196603527107,250.0,False
230,25105.899999999983,15105.899999999983,1.5029231855959844,300.0,False
231,26054.70000000004,16054.70000000004,2.452231980023008,349.60000000000036,False
232,26221.30000000001,16221.30000000001,1.9128871205310174,310.7999999999993,False
233,26678.500000000033,16678.500000000033,2.0751623814563476,300.0,False
234,27123.200000000026,17123.200000000026,1.0637241692314237,250.0,False
235,24562.9,14562.900000000001,2.0327477802482345,276.0999999999967,False
236,23759.800000000025,13759.800000000025,2.2950518681722194,500.0,False
237,28009.20000000003,18009.20000000003,2.4835094969403153,250.0,False
238,26372.9,16372.900000000001,1.86223900720314,300.0,False
239,23964.400000000016,13964.400000000016,3.0738964711668517,400.0,False
240,25349.09999999997,15349.09999999997,1.9130700948882775,250.0,False
241,24552.50000000003,14552.50000000003,2.0399579390115417,250.10000000000036,False
242,26070.300000000032,16070.300000000032,1.4492753623188406,200.0,False
243,27741.100000000006,17741.100000000006,1.1379534033091625,200.0,False
244,28297.499999999985,18297.499999999985,2.0,200.0,False
245,28030.600000000035,18030.600000000035,1.4285714285714286,177.00000000000728,False
246,26207.100000000028,16207.100000000028,1.8351587045247666,250.0,False
247,28020.900000000056,18020.900000000056,1.4150943396226416,186.5,False
248,25594.800000000032,15594.800000000032,1.6009712985218996,325.6999999999971,False
249,25810.80000000001,15810.80000000001,1.5474486440481248,227.00000000000728,False
250,28231.70000000003,18231.70000000003,1.7865893498856558,350.0,False
251,28747.20000000002,18747.20000000002,1.0076243576394717,150.0,False
252,28684.4,18684.4,1.5371372356123958,250.0,False
253,26248.0,16248.0,2.218557493917454,350.0,False
254,26799.499999999978,16799.499999999978,1.3279999999999745,245.19999999999345,False
255,27191.69999999999,17191.69999999999,1.467645749453304,300.0,False
256,25959.100000000017,15959.100000000017,2.593545832508435,275.1000000000022,False
257,26000.50000000006,16000.500000000058,2.208996322696489,253.50000000000364,False
258,25573.10000000002,15573.10000000002,1.9216726238518,300.0,False
259,26088.599999999988,16088.599999999988,3.6438500920072157,400.0,False
260,25342.50000000002,15342.500000000018,1.5815007613583991,223.29999999999927,False
261,24066.00000000006,14066.000000000058,2.7746238560570906,447.20000000000255,False
262,24932.90000000001,14932.900000000009,1.8691588785046727,200.0,False
263,24393.000000000022,14393.000000000022,1.5354985325021153,350.0,False
264,26365.400000000045,16365.400000000045,2.5831172792435915,300.0,False
265,26210.300000000025,16210.300000000025,1.0159504216194264,150.0,False
266,27683.199999999997,17683.199999999997,2.105759673859941,250.0,False
267,25209.900000000023,15209.900000000023,2.737625930792816,300.0,False
268,25935.300000000025,15935.300000000025,1.9629176808407995,350.0,False
269,25501.80000000001,15501.80000000001,1.768987873588128,250.0,False
270,26648.80000000009,16648.80000000009,1.7259978425026956,250.0,False
271,24947.700000000023,14947.700000000023,4.14693035000092,450.0,False
272,27036.000000000022,17036.000000000022,1.2337940606471471,192.89999999999964,False
273,24195.600000000013,14195.600000000013,1.6995722743109656,300.0,False
274,27008.500000000044,17008.500000000044,1.8705399313511846,250.0,False
275,28302.20000000002,18302.20000000002,1.9138755980861244,200.0,False
276,28232.400000000005,18232.400000000005,1.4406177368855762,200.0,False
277,24297.89999999998,14297.89999999998,3.8187520479333408,407.89999999999964,False
278,24751.200000000008,14751.200000000008,2.187245732683574,250.0,False
279,27183.500000000007,17183.500000000007,1.182347551062635,200.0,False
280,27813.40000000003,17813.40000000003,1.008684541083702,200.0,False
281,26927.899999999972,16927.899999999972,1.4380984451407053,392.90000000000146,False
282,23918.800000000047,13918.800000000047,2.1964344547351433,300.0,False
283,29013.40000000001,19013.40000000001,1.1938395810363716,207.89999999999782,False
284,28537.20000000002,18537.20000000002,0.9060022650056626,200.0,False
285,28216.500000000033,18216.500000000033,1.2613097440382095,200.0,False
286,26483.50000000003,16483.50000000003,1.2106756590040098,200.0,False
287,25780.600000000057,15780.600000000057,1.2817281112881773,300.0,False
288,27909.100000000042,17909.100000000042,1.1829466412201706,157.20000000000437,False
289,25461.200000000055,15461.200000000055,1.5339540734150412,300.0,False
290,27392.100000000035,17392.100000000035,2.107250627960687,273.2999999999993,False
291,25046.80000000001,15046.80000000001,1.2955157880190709,200.0,False
292,26679.90000000003,16679.90000000003,2.0206802186953325,350.0,False
293,24945.100000000057,14945.100000000057,2.391089108910855,242.4999999999891,False
294,25901.40000000005,15901.400000000049,2.0994142634205013,300.0,False
295,29948.800000000003,19948.800000000003,1.857855477422411,200.0,False
296,27506.100000000035,17506.100000000035,2.1432907047324186,307.20000000000255,False
297,24940.10000000004,14940.100000000039,1.8382758443200937,250.0,False
298,28409.300000000003,18409.300000000003,2.5812824407563726,277.0000000000073,False
299,28168.100000000013,18168.100000000013,1.0713137878084493,200.0,False
300,27170.00000000003,17170.00000000003,1.767783906095317,250.0,False
301,28123.00000000002,18123.00000000002,1.4853102813177668,200.0,False
302,27816.400000000034,17816.400000000034,1.8202999854375999,300.0,False
303,29169.000000000015,19169.000000000015,1.5261350629530723,200.0,False
304,27647.900000000045,17647.900000000045,0.996404970865117,250.0,False
305,28657.400000000038,18657.400000000038,1.0384719231807693,250.0,False
306,28278.099999999984,18278.099999999984,1.0945996830039322,300.0,False
307,26174.200000000063,16174.200000000063,1.4417947460999412,300.0,False
308,27361.600000000017,17361.600000000017,1.752479758858784,300.0,False
309,26127.800000000017,16127.800000000017,1.3864528899088755,307.5,False
310,28058.400000000023,18058.400000000023,1.633446134394378,175.6999999999971,False
311,25946.200000000008,15946.200000000008,1.8946192515360634,254.4000000000051,False
312,24941.100000000013,14941.100000000013,2.7976332023108474,400.0,False
313,26009.500000000015,16009.500000000015,1.3820458424605944,200.0,False
314,29812.399999999994,19812.399999999994,1.3215608088863642,208.8000000000011,False
315,27018.500000000015,17018.500000000015,1.93098418904873,248.90000000000327,False
316,29828.200000000026,19828.200000000026,1.8691588785046727,200.0,False
317,25333.700000000033,15333.700000000033,1.8200846339354773,200.0,False
318,26164.100000000042,16164.100000000042,1.5352178985937388,300.0,False
319,25884.400000000052,15884.400000000052,2.2672241014990866,317.09999999999127,False
320,27193.600000000024,17193.600000000024,0.8849557522123894,150.0,False
321,29143.100000000013,19143.100000000013,1.6944327716853516,300.0,False
322,28480.50000000003,18480.50000000003,1.768502962242461,200.0,False
323,24457.699999999997,14457.699999999997,2.475764237028094,313.0999999999949,False
324,26382.700000000023,16382.700000000023,2.9107723526525424,350.0,False
325,24811.700000000073,14811.700000000073,2.8726091026297413,325.29999999999745,False
326,26462.10000000002,16462.10000000002,1.5,200.0,False
327,27945.90000000001,17945.90000000001,2.7370264944164617,350.0,False
328,25577.10000000001,15577.10000000001,1.721466689619554,300.0,False
329,23137.300000000014,13137.300000000014,2.113503597183121,314.59999999999854,False
330,27101.300000000003,17101.300000000003,2.3736898951916015,474.6999999999971,False
331,25275.0,15275.0,1.2389279305685577,200.0,False
332,28684.000000000015,18684.000000000015,1.1687599119108427,250.0,False
333,25481.199999999997,15481.199999999997,1.6891967880518948,225.29999999999745,False
334,24738.800000000017,14738.800000000017,2.0795497081698566,300.0,False
335,27629.79999999999,17629.79999999999,1.66411372675478,247.69999999999527,False
336,25853.699999999997,15853.699999999997,1.8071679509606915,250.0,False
337,27046.000000000015,17046.000000000015,1.31203750677886,250.0,False
338,28437.100000000042,18437.100000000042,2.6432627774909876,307.20000000000255,False
339,27183.800000000032,17183.800000000032,1.909945859039822,300.0,False
340,25175.700000000033,15175.700000000033,1.4867278065316967,247.69999999999345,False
341,28114.30000000002,18114.30000000002,1.2031506439784556,200.0,False
342,27977.300000000025,17977.300000000025,2.6538186651285764,423.2999999999993,False
343,26737.89999999999,16737.89999999999,1.3301409949454632,250.0,False
344,26800.000000000004,16800.000000000004,1.0,150.39999999999782,False
345,25373.600000000035,15373.600000000035,1.4869004074107084,300.0,False
346,28897.9,18897.9,1.2275059534038741,173.39999999999054,False
347,25912.59999999999,15912.599999999991,1.8433402096678657,305.5999999999967,False
348,26840.500000000022,16840.500000000022,1.5295290885842052,250.0,False
349,25526.300000000003,15526.300000000003,1.2530134974613945,250.0,False
350,27177.80000000003,17177.80000000003,1.2341900257698872,250.0,False
351,26929.80000000005,16929.80000000005,2.011416145691768,214.60000000000036,False
352,24467.000000000015,14467.000000000015,1.5944204607968713,223.29999999999927,False
353,25182.500000000007,15182.500000000007,1.4780904760295948,350.0,False
354,26852.20000000003,16852.20000000003,1.2055803905115998,250.0,False
355,27137.299999999996,17137.299999999996,3.553944434078773,400.0,False
356,27533.30000000001,17533.30000000001,1.4475550794707743,200.0,False
357,26155.29999999999,16155.299999999988,1.4563106796116505,300.0,False
358,26422.000000000062,16422.000000000062,1.3453300901909262,250.0,False
359,28064.700000000048,18064.700000000048,1.4517849688461273,200.0,False
360,26757.499999999993,16757.499999999993,2.298174330312001,250.0,False
361,23955.199999999997,13955.199999999997,1.6065584305301182,350.0,False
362,26374.800000000014,16374.800000000014,2.1947311820090585,300.0,False
363,23355.000000000007,13355.000000000007,1.505052676843689,350.0,False
364,25892.800000000017,15892.800000000017,2.6911292406511738,364.4999999999982,False
365,30056.300000000025,20056.300000000025,1.888635826208188,303.50000000000364,False
366,27457.000000000044,17457.000000000044,1.1477234904566793,276.1999999999971,False
367,27707.300000000017,17707.300000000017,1.125298204024066,150.0,False
368,26540.100000000028,16540.100000000028,1.2108052258353532,300.0,False
369,26353.200000000004,16353.200000000004,1.5264099448660737,250.0,False
370,26439.30000000001,16439.30000000001,1.6084410988869573,300.0,False
371,27902.100000000035,17902.100000000035,1.1850419267833687,250.0,False
372,27824.60000000002,17824.60000000002,1.4026650636208786,350.0,False
373,24302.100000000035,14302.100000000035,3.237914691943114,341.59999999999854,False
374,24631.70000000001,14631.700000000012,2.271861220490299,350.0,False
375,28632.400000000074,18632.400000000074,0.9708737864077669,150.0,False
376,28466.49999999999,18466.49999999999,1.9069776311523856,300.0,False
377,24962.600000000013,14962.600000000013,1.9417475728155338,250.0,False
378,28901.700000000044,18901.700000000044,1.4910329279711798,250.0,False
379,26560.100000000002,16560.100000000002,1.6396130513198874,300.0,False
380,26635.40000000001,16635.40000000001,1.2374017039021463,262.29999999999563,False
381,27284.600000000013,17284.600000000013,1.70447766282023,200.0,False
382,28910.100000000024,18910.100000000024,1.6020891242179793,250.0,False
383,26527.60000000004,16527.60000000004,1.8909167920974783,250.0,False
384,25603.100000000006,15603.100000000006,1.5033982564422572,200.0,False
385,28325.700000000004,18325.700000000004,1.5,200.0,False
386,26881.000000000022,16881.000000000022,1.5074543618191951,400.0,False
387,28616.900000000005,18616.900000000005,1.4904767576581117,275.2999999999993,False
388,28367.20000000004,18367.20000000004,1.0154304815983672,250.0,False
389,26589.30000000002,16589.30000000002,2.050928660497473,250.0,False
390,26179.20000000001,16179.200000000012,1.495099065264065,250.0,False
391,25403.600000000042,15403.600000000042,2.1578325004099854,300.0,False
392,26187.900000000016,16187.900000000016,1.2818102579002237,300.0,False
393,27693.50000000004,17693.50000000004,1.7656146546016331,200.0,False
394,27100.800000000017,17100.800000000017,2.0100502512562812,250.0,False
395,27069.100000000013,17069.100000000013,3.268000000000029,326.8000000000029,False
396,28071.40000000006,18071.40000000006,1.3022020236219427,200.0,False
397,24817.500000000007,14817.500000000007,1.515142332470702,250.0,False
398,27095.400000000016,17095.400000000016,1.4094359485815837,214.60000000000218,False
399,24562.600000000013,14562.600000000013,1.3474637363821924,206.1999999999971,False
400,25101.90000000004,15101.900000000041,1.246406195469728,250.0,False
401,26395.400000000038,16395.400000000038,1.9482899134153975,356.1999999999971,False
402,26377.09999999999,16377.099999999991,1.8464492780383326,400.0,False
403,24702.600000000028,14702.600000000028,2.8057603527871735,407.20000000000255,False
404,28900.20000000001,18900.20000000001,1.7155719030495997,250.0,False
405,29108.7,19108.7,1.0488556984330089,250.0,False
406,26178.9,16178.900000000001,1.4525277614368397,250.0,False
407,26907.500000000036,16907.500000000036,1.9417475728155338,348.90000000000146,False
408,26361.100000000013,16361.100000000013,1.7579635749947258,278.700000000008,False
409,27454.20000000002,17454.20000000002,1.471482665934195,200.0,False
410,26022.299999999996,16022.299999999996,1.2609492425898217,250.0,False
411,27379.000000000044,17379.000000000044,2.4312104166494697,295.19999999999527,False
412,25699.399999999987,15699.399999999987,1.3920286869271798,250.0,False
413,28555.900000000023,18555.900000000023,1.490293928542534,350.0,False
414,26337.600000000035,16337.600000000035,1.420944725250186,350.0,False
