<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.06.26	18:00:00	2301.887	2302.059	2298.543	2298.918	4016	0	199
2024.06.26	19:00:00	2298.964	2299.455	2296.872	2298.625	4020	0	199
2024.06.26	20:00:00	2298.681	2299.223	2297.197	2298.094	2634	0	200
2024.06.26	22:00:00	2298.442	2299.048	2298.113	2298.262	1806	0	199
2024.06.26	23:00:00	2298.264	2298.592	2296.763	2298.402	2270	0	199
2024.06.27	00:00:00	2298.412	2300.100	2297.858	2298.960	3643	0	200
2024.06.27	01:00:00	2299.015	2299.730	2296.806	2297.776	4649	0	199
2024.06.27	02:00:00	2297.770	2300.047	2297.758	2299.295	3879	0	199
2024.06.27	03:00:00	2299.298	2299.867	2298.009	2298.932	3070	0	199
2024.06.27	04:00:00	2298.934	2301.133	2298.700	2300.499	2991	0	200
2024.06.27	05:00:00	2300.501	2300.585	2296.751	2297.526	3802	0	199
2024.06.27	06:00:00	2297.538	2303.388	2296.429	2301.213	4944	0	199
2024.06.27	07:00:00	2301.163	2302.522	2299.947	2302.260	4704	0	199
2024.06.27	08:00:00	2302.213	2308.365	2301.964	2307.532	4871	0	199
2024.06.27	09:00:00	2307.525	2313.781	2307.255	2312.587	5610	0	199
2024.06.27	10:00:00	2312.554	2315.512	2312.231	2315.082	5027	0	199
2024.06.27	11:00:00	2315.131	2317.891	2313.294	2317.020	5047	0	199
2024.06.27	12:00:00	2316.975	2325.812	2316.028	2322.833	10360	0	199
2024.06.27	13:00:00	2322.802	2324.967	2319.473	2323.301	11423	0	199
2024.06.27	14:00:00	2323.219	2330.936	2322.613	2328.973	10501	0	199
2024.06.27	15:00:00	2329.000	2330.873	2325.053	2327.436	7262	0	199
2024.06.27	16:00:00	2327.401	2328.283	2323.915	2325.397	5472	0	199
2024.06.27	17:00:00	2325.442	2328.039	2324.197	2325.821	5182	0	199
2024.06.27	18:00:00	2325.778	2326.419	2322.394	2326.222	4182	0	199
2024.06.27	19:00:00	2326.225	2327.669	2325.588	2325.951	3810	0	199
2024.06.27	20:00:00	2325.917	2328.524	2325.380	2327.869	2462	0	199
2024.06.27	22:00:00	2327.490	2327.586	2325.878	2326.838	1426	0	199
2024.06.27	23:00:00	2326.833	2327.910	2326.425	2327.720	2104	0	200
2024.06.28	00:00:00	2327.665	2328.268	2321.417	2321.662	3744	0	199
2024.06.28	01:00:00	2321.656	2324.445	2319.008	2320.290	6707	0	199
2024.06.28	02:00:00	2320.236	2324.176	2319.811	2323.666	4845	0	199
2024.06.28	03:00:00	2323.692	2325.020	2320.756	2321.714	3957	0	200
2024.06.28	04:00:00	2321.787	2321.848	2319.710	2321.191	3137	0	199
2024.06.28	05:00:00	2321.183	2326.994	2320.900	2325.725	3952	0	199
2024.06.28	06:00:00	2325.676	2328.135	2325.074	2327.361	4546	0	199
2024.06.28	07:00:00	2327.409	2328.850	2324.790	2327.143	4530	0	199
2024.06.28	08:00:00	2327.153	2331.947	2326.430	2328.695	4975	0	199
2024.06.28	09:00:00	2328.684	2330.330	2327.222	2330.315	4736	0	199
2024.06.28	10:00:00	2330.323	2336.769	2329.330	2335.771	4977	0	199
2024.06.28	11:00:00	2335.817	2337.147	2333.294	2333.937	4474	0	199
2024.06.28	12:00:00	2333.909	2339.358	2331.161	2335.496	9244	0	199
2024.06.28	13:00:00	2335.441	2339.809	2326.677	2330.290	12092	0	199
2024.06.28	14:00:00	2330.337	2333.645	2322.842	2326.435	10765	0	199
2024.06.28	15:00:00	2326.481	2330.381	2324.156	2328.591	7107	0	199
2024.06.28	16:00:00	2328.641	2332.518	2327.672	2329.919	5275	0	199
2024.06.28	17:00:00	2330.032	2332.713	2326.382	2326.815	4873	0	199
2024.06.28	18:00:00	2326.869	2328.403	2325.330	2325.802	4032	0	199
2024.06.28	19:00:00	2325.795	2326.237	2322.926	2325.004	4485	0	199
2024.06.28	20:00:00	2324.973	2326.827	2322.838	2326.638	3398	0	199
2024.06.30	22:00:00	2322.849	2325.879	2322.840	2324.521	2261	0	199
2024.06.30	23:00:00	2324.529	2326.157	2323.087	2324.930	2476	0	200
2024.07.01	00:00:00	2324.951	2325.286	2322.103	2324.832	4040	0	199
2024.07.01	01:00:00	2324.765	2328.500	2323.467	2327.837	5130	0	199
2024.07.01	02:00:00	2327.785	2327.785	2324.428	2326.615	3970	0	200
2024.07.01	03:00:00	2326.605	2327.590	2324.453	2324.746	3375	0	199
2024.07.01	04:00:00	2324.729	2326.051	2321.382	2323.578	3463	0	199
2024.07.01	05:00:00	2323.532	2323.981	2318.438	2321.794	5083	0	199
2024.07.01	06:00:00	2321.795	2328.974	2321.286	2326.447	5463	0	199
2024.07.01	07:00:00	2326.400	2326.932	2323.629	2323.684	4620	0	199
2024.07.01	08:00:00	2323.651	2326.212	2321.837	2325.749	5230	0	199
2024.07.01	09:00:00	2325.750	2329.436	2325.403	2327.407	4678	0	199
2024.07.01	10:00:00	2327.392	2332.444	2327.392	2332.426	4739	0	199
2024.07.01	11:00:00	2332.469	2338.250	2332.025	2338.133	5404	0	199
2024.07.01	12:00:00	2338.163	2338.483	2327.136	2327.427	6926	0	199
2024.07.01	13:00:00	2327.462	2334.115	2322.549	2326.867	9829	0	199
2024.07.01	14:00:00	2327.029	2334.241	2319.185	2324.013	12676	0	199
2024.07.01	15:00:00	2324.056	2328.970	2323.004	2327.713	6893	0	199
2024.07.01	16:00:00	2327.707	2331.880	2326.610	2328.097	5574	0	199
2024.07.01	17:00:00	2328.116	2329.868	2326.737	2329.266	4508	0	199
2024.07.01	18:00:00	2329.230	2330.732	2326.977	2329.934	3738	0	199
2024.07.01	19:00:00	2329.976	2331.446	2328.920	2330.899	3704	0	199
2024.07.01	20:00:00	2330.973	2332.387	2330.854	2331.638	2208	0	199
2024.07.01	22:00:00	2332.521	2332.521	2331.298	2331.832	1655	0	199
2024.07.01	23:00:00	2331.813	2332.550	2331.673	2332.222	1778	0	199
2024.07.02	00:00:00	2332.216	2333.899	2331.735	2333.095	3072	0	199
2024.07.02	01:00:00	2333.064	2334.189	2331.091	2334.008	4366	0	199
2024.07.02	02:00:00	2334.043	2334.301	2331.216	2332.281	3458	0	199
2024.07.02	03:00:00	2332.276	2332.660	2325.708	2326.033	3847	0	199
2024.07.02	04:00:00	2326.036	2327.849	2324.871	2327.264	3222	0	199
2024.07.02	05:00:00	2327.250	2330.801	2326.302	2329.855	3931	0	199
2024.07.02	06:00:00	2329.920	2331.786	2327.608	2330.469	4244	0	199
2024.07.02	07:00:00	2330.436	2330.891	2323.259	2330.679	5540	0	199
2024.07.02	08:00:00	2330.735	2332.453	2328.374	2331.156	4970	0	199
2024.07.02	09:00:00	2331.182	2331.899	2324.104	2324.880	4767	0	199
2024.07.02	10:00:00	2324.923	2326.463	2322.834	2324.530	4554	0	199
2024.07.02	11:00:00	2324.533	2325.642	2319.901	2320.700	4906	0	199
2024.07.02	12:00:00	2320.728	2328.700	2319.004	2327.387	7771	0	199
2024.07.02	13:00:00	2327.343	2336.770	2326.089	2334.417	10631	0	199
2024.07.02	14:00:00	2334.421	2335.739	2322.874	2326.581	13431	0	199
2024.07.02	15:00:00	2326.565	2330.400	2324.118	2324.711	7041	0	199
2024.07.02	16:00:00	2324.678	2325.011	2320.921	2322.831	5078	0	200
2024.07.02	17:00:00	2322.831	2325.213	2322.061	2324.591	4384	0	199
2024.07.02	18:00:00	2324.547	2328.834	2324.430	2328.279	3626	0	200
2024.07.02	19:00:00	2328.277	2331.313	2328.036	2330.760	3510	0	199
2024.07.02	20:00:00	2330.725	2330.962	2328.614	2329.496	2350	0	200
2024.07.02	22:00:00	2330.266	2331.257	2329.707	2330.005	1717	0	200
2024.07.02	23:00:00	2329.986	2331.446	2329.649	2330.180	1678	0	199
2024.07.03	00:00:00	2330.177	2332.132	2330.177	2330.271	2839	0	199
2024.07.03	01:00:00	2330.250	2331.545	2328.415	2329.101	4421	0	199
2024.07.03	02:00:00	2329.145	2331.066	2326.782	2328.785	3803	0	199
2024.07.03	03:00:00	2328.772	2332.506	2328.011	2331.648	3443	0	200
2024.07.03	04:00:00	2331.699	2335.289	2331.699	2334.417	2920	0	199
2024.07.03	05:00:00	2334.384	2335.811	2331.931	2333.326	4318	0	199
2024.07.03	06:00:00	2333.346	2341.244	2332.866	2340.114	5445	0	199
2024.07.03	07:00:00	2340.145	2347.201	2338.867	2345.306	6361	0	199
2024.07.03	08:00:00	2345.318	2347.553	2343.044	2344.585	5513	0	199
2024.07.03	09:00:00	2344.641	2346.462	2342.105	2346.180	4759	0	199
2024.07.03	10:00:00	2346.210	2349.482	2344.519	2346.983	5115	0	199
2024.07.03	11:00:00	2346.954	2346.958	2342.409	2345.375	5183	0	199
2024.07.03	12:00:00	2345.399	2356.119	2344.871	2350.482	9523	0	199
2024.07.03	13:00:00	2350.425	2358.734	2347.470	2355.544	11425	0	199
2024.07.03	14:00:00	2355.578	2364.926	2355.578	2362.368	13448	0	199
2024.07.03	15:00:00	2362.425	2363.998	2359.960	2363.040	7644	0	199
2024.07.03	16:00:00	2363.001	2363.151	2355.130	2356.515	5951	0	199
2024.07.03	17:00:00	2356.490	2360.900	2353.833	2356.814	5213	0	199
2024.07.03	18:00:00	2356.775	2357.967	2355.174	2356.299	3271	0	199
2024.07.03	19:00:00	2356.344	2356.689	2353.615	2354.280	2801	0	199
2024.07.03	20:00:00	2354.302	2356.434	2354.225	2356.114	1492	0	199
2024.07.03	22:00:00	2357.081	2359.208	2356.099	2358.790	1732	0	199
2024.07.03	23:00:00	2358.840	2359.581	2357.655	2358.699	1956	0	199
2024.07.04	00:00:00	2358.721	2359.261	2356.443	2358.565	2876	0	199
2024.07.04	01:00:00	2358.543	2362.540	2358.250	2361.938	4680	0	199
2024.07.04	02:00:00	2361.915	2362.193	2357.411	2359.294	3639	0	199
2024.07.04	03:00:00	2359.308	2360.304	2357.141	2358.103	3865	0	199
2024.07.04	04:00:00	2358.102	2359.602	2357.586	2358.529	2805	0	199
2024.07.04	05:00:00	2358.487	2358.588	2355.476	2356.862	3636	0	199
2024.07.04	06:00:00	2356.876	2357.198	2350.358	2356.320	4981	0	199
2024.07.04	07:00:00	2356.263	2357.692	2353.590	2357.453	4197	0	199
2024.07.04	08:00:00	2357.513	2359.593	2355.449	2358.743	4117	0	199
2024.07.04	09:00:00	2358.753	2359.093	2355.665	2357.664	3686	0	199
2024.07.04	10:00:00	2357.680	2359.260	2356.382	2358.023	3495	0	199
2024.07.04	11:00:00	2358.021	2359.990	2357.523	2358.391	3568	0	199
2024.07.04	12:00:00	2358.463	2360.450	2356.875	2357.756	3804	0	199
2024.07.04	13:00:00	2357.758	2360.044	2357.263	2359.648	4329	0	199
2024.07.04	14:00:00	2359.636	2361.872	2358.016	2358.890	4366	0	199
2024.07.04	15:00:00	2358.839	2360.686	2355.462	2357.395	5472	0	199
2024.07.04	16:00:00	2357.412	2359.098	2356.903	2357.876	3437	0	199
2024.07.04	17:00:00	2357.833	2358.061	2357.225	2357.230	474	0	200
2024.07.04	22:00:00	2357.034	2357.387	2354.210	2357.387	2639	0	199
2024.07.04	23:00:00	2357.406	2357.703	2356.326	2356.721	2057	0	200
2024.07.05	00:00:00	2356.753	2358.977	2356.024	2358.805	3124	0	199
2024.07.05	01:00:00	2358.816	2360.227	2356.893	2358.432	4569	0	199
2024.07.05	02:00:00	2358.477	2363.107	2358.092	2360.487	4431	0	199
2024.07.05	03:00:00	2360.477	2362.304	2359.538	2361.713	3937	0	199
2024.07.05	04:00:00	2361.716	2364.660	2361.302	2363.901	3242	0	200
2024.07.05	05:00:00	2363.904	2365.009	2362.628	2364.653	3641	0	200
2024.07.05	06:00:00	2364.664	2366.295	2363.541	2363.979	4526	0	199
2024.07.05	07:00:00	2363.955	2367.446	2362.242	2365.224	4818	0	199
2024.07.05	08:00:00	2365.261	2368.002	2364.561	2366.342	4622	0	199
2024.07.05	09:00:00	2366.333	2366.819	2361.917	2362.428	4072	0	199
2024.07.05	10:00:00	2362.385	2365.460	2361.770	2364.907	4168	0	199
2024.07.05	11:00:00	2364.938	2366.012	2362.239	2365.755	4587	0	199
2024.07.05	12:00:00	2365.736	2376.106	2345.792	2372.066	15882	0	199
2024.07.05	13:00:00	2372.104	2385.168	2370.620	2383.165	17356	0	199
2024.07.05	14:00:00	2383.116	2384.378	2374.450	2380.717	12240	0	199
2024.07.05	15:00:00	2380.748	2388.347	2378.478	2384.639	8377	0	199
2024.07.05	16:00:00	2384.685	2387.570	2383.903	2386.481	6125	0	199
2024.07.05	17:00:00	2386.526	2389.894	2384.591	2385.764	5947	0	199
2024.07.05	18:00:00	2385.737	2392.584	2385.101	2391.021	4938	0	199
2024.07.05	19:00:00	2391.031	2392.941	2388.069	2388.833	4374	0	199
2024.07.05	20:00:00	2388.783	2391.626	2388.191	2391.563	2660	0	200
2024.07.07	22:00:00	2389.583	2390.178	2384.875	2385.336	2500	0	199
2024.07.07	23:00:00	2385.360	2386.900	2384.765	2386.122	2876	0	199
2024.07.08	00:00:00	2386.067	2387.799	2384.512	2386.665	3781	0	199
2024.07.08	01:00:00	2386.623	2391.090	2384.213	2386.421	6513	0	199
2024.07.08	02:00:00	2386.373	2387.154	2381.392	2382.836	4870	0	199
2024.07.08	03:00:00	2382.832	2384.127	2380.687	2382.875	4179	0	199
2024.07.08	04:00:00	2382.933	2384.995	2382.005	2384.874	2939	0	200
2024.07.08	05:00:00	2384.923	2386.769	2381.533	2382.775	4698	0	199
2024.07.08	06:00:00	2382.834	2384.169	2376.648	2376.924	5699	0	199
2024.07.08	07:00:00	2376.894	2381.099	2376.599	2377.830	5204	0	199
2024.07.08	08:00:00	2377.824	2378.825	2371.933	2372.789	5413	0	199
2024.07.08	09:00:00	2372.752	2373.765	2368.261	2370.172	5228	0	199
2024.07.08	10:00:00	2370.118	2374.269	2369.655	2374.016	4466	0	199
2024.07.08	11:00:00	2374.073	2375.636	2372.374	2375.284	4342	0	199
2024.07.08	12:00:00	2375.236	2377.482	2370.259	2372.749	6782	0	199
2024.07.08	13:00:00	2372.702	2377.069	2370.263	2375.436	10056	0	199
2024.07.08	14:00:00	2375.404	2379.503	2373.149	2373.255	8497	0	199
2024.07.08	15:00:00	2373.212	2374.990	2350.975	2355.459	12899	0	199
2024.07.08	16:00:00	2355.409	2358.771	2350.996	2358.613	7809	0	199
2024.07.08	17:00:00	2358.643	2359.717	2355.554	2357.159	5456	0	199
2024.07.08	18:00:00	2357.112	2358.195	2354.836	2356.591	3860	0	199
2024.07.08	19:00:00	2356.551	2359.839	2356.153	2359.129	3802	0	199
2024.07.08	20:00:00	2359.173	2359.833	2357.986	2358.713	2002	0	199
2024.07.08	22:00:00	2358.981	2359.782	2358.450	2359.774	1521	0	200
2024.07.08	23:00:00	2359.745	2362.000	2359.731	2361.711	2128	0	199
2024.07.09	00:00:00	2361.740	2363.665	2360.772	2361.890	3645	0	199
2024.07.09	01:00:00	2361.927	2365.285	2361.349	2363.416	5004	0	199
2024.07.09	02:00:00	2363.380	2366.714	2360.454	2364.025	4984	0	199
2024.07.09	03:00:00	2364.030	2367.949	2363.341	2367.625	4074	0	199
2024.07.09	04:00:00	2367.619	2368.777	2366.339	2367.371	3709	0	199
2024.07.09	05:00:00	2367.312	2368.290	2364.086	2364.601	4265	0	199
2024.07.09	06:00:00	2364.648	2365.477	2362.680	2364.067	4531	0	199
2024.07.09	07:00:00	2364.046	2364.496	2358.255	2358.933	4653	0	199
2024.07.09	08:00:00	2358.980	2361.930	2358.214	2361.609	4308	0	199
2024.07.09	09:00:00	2361.602	2365.352	2361.514	2364.245	4468	0	199
2024.07.09	10:00:00	2364.285	2365.634	2362.105	2363.119	3993	0	199
2024.07.09	11:00:00	2363.175	2363.175	2357.485	2360.583	4894	0	199
2024.07.09	12:00:00	2360.632	2361.334	2356.061	2360.125	5951	0	199
2024.07.09	13:00:00	2360.087	2368.455	2359.484	2367.712	11515	0	199
2024.07.09	14:00:00	2367.668	2371.583	2354.047	2354.885	15522	0	199
2024.07.09	15:00:00	2354.933	2362.218	2349.354	2361.993	10907	0	199
2024.07.09	16:00:00	2361.976	2363.114	2356.510	2357.492	6790	0	199
2024.07.09	17:00:00	2357.495	2362.471	2357.464	2361.899	5654	0	199
2024.07.09	18:00:00	2361.915	2365.312	2361.079	2364.397	4335	0	199
2024.07.09	19:00:00	2364.449	2365.566	2362.834	2363.497	3636	0	200
2024.07.09	20:00:00	2363.538	2364.895	2363.512	2363.706	1943	0	199
