iteration,trades_count,win_rate,profit
0,41,0.17073170731707318,-1.2999999999999998
1,30,0.1,-1.8
2,45,0.15555555555555556,-1.7
3,38,0.21052631578947367,-0.5999999999999999
4,46,0.2608695652173913,0.20000000000000034
5,46,0.2608695652173913,0.20000000000000034
6,41,0.1951219512195122,-0.8999999999999998
7,37,0.1891891891891892,-0.8999999999999999
8,43,0.16279069767441862,-1.5
9,34,0.17647058823529413,-0.9999999999999999
10,41,0.2682926829268293,0.3000000000000003
11,35,0.05714285714285714,-2.7
12,51,0.27450980392156865,0.5000000000000004
13,43,0.23255813953488372,-0.2999999999999997
14,41,0.24390243902439024,-0.09999999999999973
15,41,0.34146341463414637,1.5000000000000004
16,31,0.0967741935483871,-1.9
17,50,0.24,-0.19999999999999968
18,54,0.18518518518518517,-1.4
19,43,0.13953488372093023,-1.9
20,43,0.20930232558139536,-0.6999999999999997
21,38,0.07894736842105263,-2.6
22,51,0.0784313725490196,-3.5
23,54,0.2037037037037037,-0.9999999999999998
24,30,0.06666666666666667,-2.2
25,30,0.2,-0.5999999999999999
26,39,0.20512820512820512,-0.6999999999999998
27,39,0.07692307692307693,-2.7
28,37,0.21621621621621623,-0.4999999999999998
29,38,0.23684210526315788,-0.19999999999999976
30,51,0.13725490196078433,-2.3
31,39,0.28205128205128205,0.5000000000000003
32,35,0.17142857142857143,-1.0999999999999999
33,49,0.24489795918367346,-0.09999999999999967
34,38,0.23684210526315788,-0.19999999999999976
35,38,0.23684210526315788,-0.19999999999999976
36,36,0.1388888888888889,-1.5999999999999999
37,40,0.25,2.7755575615628914e-16
38,38,0.21052631578947367,-0.5999999999999999
39,40,0.275,0.40000000000000036
40,44,0.22727272727272727,-0.39999999999999974
41,36,0.08333333333333333,-2.4
42,47,0.14893617021276595,-1.9
43,53,0.2641509433962264,0.3000000000000004
44,40,0.175,-1.2
45,45,0.2,-0.8999999999999998
46,41,0.17073170731707318,-1.2999999999999998
47,38,0.21052631578947367,-0.5999999999999999
48,43,0.23255813953488372,-0.2999999999999997
49,29,0.20689655172413793,-0.4999999999999999
50,45,0.2,-0.8999999999999998
51,37,0.16216216216216217,-1.2999999999999998
52,36,0.19444444444444445,-0.7999999999999998
53,30,0.26666666666666666,0.20000000000000023
54,40,0.25,2.7755575615628914e-16
55,57,0.24561403508771928,-0.09999999999999962
56,48,0.16666666666666666,-1.5999999999999999
57,53,0.1509433962264151,-2.1
58,38,0.21052631578947367,-0.5999999999999999
59,40,0.175,-1.2
60,44,0.25,3.0531133177191805e-16
61,50,0.2,-0.9999999999999998
62,54,0.16666666666666666,-1.7999999999999998
63,36,0.25,2.498001805406602e-16
64,42,0.14285714285714285,-1.7999999999999998
65,37,0.1891891891891892,-0.8999999999999999
66,34,0.17647058823529413,-0.9999999999999999
67,37,0.24324324324324326,-0.09999999999999976
68,43,0.2558139534883721,0.10000000000000031
69,33,0.15151515151515152,-1.2999999999999998
70,41,0.21951219512195122,-0.4999999999999998
71,50,0.34,1.8000000000000005
72,30,0.3,0.6000000000000003
73,36,0.2222222222222222,-0.3999999999999998
74,42,0.21428571428571427,-0.5999999999999998
75,37,0.16216216216216217,-1.2999999999999998
76,43,0.20930232558139536,-0.6999999999999997
77,48,0.22916666666666666,-0.3999999999999997
78,47,0.19148936170212766,-1.0999999999999999
79,41,0.12195121951219512,-2.1
80,33,0.18181818181818182,-0.8999999999999999
81,54,0.18518518518518517,-1.4
82,43,0.27906976744186046,0.5000000000000003
83,32,0.3125,0.8000000000000003
84,42,0.19047619047619047,-0.9999999999999998
85,34,0.11764705882352941,-1.8
86,40,0.325,1.2000000000000004
87,33,0.12121212121212122,-1.7
88,46,0.13043478260869565,-2.2
89,37,0.10810810810810811,-2.1
90,35,0.14285714285714285,-1.5
91,40,0.25,2.7755575615628914e-16
92,50,0.3,1.0000000000000004
93,39,0.2564102564102564,0.10000000000000028
94,32,0.125,-1.6
95,42,0.19047619047619047,-0.9999999999999998
96,39,0.2564102564102564,0.10000000000000028
97,35,0.17142857142857143,-1.0999999999999999
98,32,0.15625,-1.2
99,40,0.225,-0.3999999999999998
100,28,0.25,1.942890293094024e-16
101,44,0.29545454545454547,0.8000000000000004
102,53,0.18867924528301888,-1.2999999999999998
103,54,0.2037037037037037,-0.9999999999999998
104,47,0.2553191489361702,0.10000000000000034
105,54,0.2037037037037037,-0.9999999999999998
106,29,0.27586206896551724,0.30000000000000027
107,35,0.22857142857142856,-0.2999999999999998
108,43,0.20930232558139536,-0.6999999999999997
109,48,0.22916666666666666,-0.3999999999999997
110,38,0.23684210526315788,-0.19999999999999976
111,28,0.21428571428571427,-0.39999999999999986
112,39,0.20512820512820512,-0.6999999999999998
113,50,0.3,1.0000000000000004
114,31,0.3225806451612903,0.9000000000000004
115,44,0.20454545454545456,-0.7999999999999998
116,51,0.3137254901960784,1.3000000000000005
117,36,0.25,2.498001805406602e-16
118,41,0.17073170731707318,-1.2999999999999998
119,38,0.21052631578947367,-0.5999999999999999
120,34,0.20588235294117646,-0.5999999999999999
121,41,0.2682926829268293,0.3000000000000003
122,63,0.23809523809523808,-0.2999999999999996
123,33,0.12121212121212122,-1.7
124,32,0.28125,0.40000000000000024
125,36,0.19444444444444445,-0.7999999999999998
126,41,0.1951219512195122,-0.8999999999999998
127,49,0.14285714285714285,-2.1
128,43,0.20930232558139536,-0.6999999999999997
129,39,0.3333333333333333,1.3000000000000005
130,33,0.21212121212121213,-0.49999999999999983
131,33,0.24242424242424243,-0.09999999999999978
132,42,0.14285714285714285,-1.7999999999999998
133,36,0.2222222222222222,-0.3999999999999998
134,29,0.20689655172413793,-0.4999999999999999
135,37,0.13513513513513514,-1.7
136,55,0.16363636363636364,-1.9
137,47,0.14893617021276595,-1.9
138,36,0.25,2.498001805406602e-16
139,46,0.21739130434782608,-0.5999999999999998
140,37,0.16216216216216217,-1.2999999999999998
141,53,0.07547169811320754,-3.7
142,42,0.09523809523809523,-2.6
143,47,0.2127659574468085,-0.6999999999999997
144,39,0.20512820512820512,-0.6999999999999998
145,44,0.29545454545454547,0.8000000000000004
146,52,0.17307692307692307,-1.5999999999999999
147,41,0.17073170731707318,-1.2999999999999998
148,49,0.22448979591836735,-0.4999999999999997
149,38,0.23684210526315788,-0.19999999999999976
150,37,0.2702702702702703,0.30000000000000027
151,34,0.23529411764705882,-0.1999999999999998
152,44,0.18181818181818182,-1.1999999999999997
153,31,0.22580645161290322,-0.2999999999999998
154,43,0.23255813953488372,-0.2999999999999997
155,29,0.13793103448275862,-1.3
156,36,0.2777777777777778,0.4000000000000003
157,49,0.22448979591836735,-0.4999999999999997
158,27,0.037037037037037035,-2.3000000000000003
159,34,0.23529411764705882,-0.1999999999999998
160,47,0.2765957446808511,0.5000000000000004
161,45,0.2,-0.8999999999999998
162,55,0.2,-1.0999999999999996
163,44,0.29545454545454547,0.8000000000000004
164,51,0.23529411764705882,-0.2999999999999997
165,47,0.23404255319148937,-0.2999999999999997
166,48,0.16666666666666666,-1.5999999999999999
167,38,0.10526315789473684,-2.2
168,40,0.25,2.7755575615628914e-16
169,52,0.23076923076923078,-0.3999999999999997
170,41,0.14634146341463414,-1.7
171,41,0.14634146341463414,-1.7
172,34,0.23529411764705882,-0.1999999999999998
173,44,0.11363636363636363,-2.4
174,53,0.20754716981132076,-0.8999999999999997
175,42,0.2857142857142857,0.6000000000000003
176,53,0.2641509433962264,0.3000000000000004
177,36,0.16666666666666666,-1.2
178,35,0.17142857142857143,-1.0999999999999999
179,41,0.2926829268292683,0.7000000000000004
180,39,0.1794871794871795,-1.0999999999999999
181,36,0.16666666666666666,-1.2
182,39,0.28205128205128205,0.5000000000000003
183,41,0.12195121951219512,-2.1
184,26,0.11538461538461539,-1.4
185,44,0.1590909090909091,-1.5999999999999999
186,37,0.3783783783783784,1.9000000000000006
187,27,0.2222222222222222,-0.2999999999999998
188,45,0.2,-0.8999999999999998
189,38,0.2894736842105263,0.6000000000000003
190,34,0.14705882352941177,-1.4
191,37,0.24324324324324326,-0.09999999999999976
192,51,0.21568627450980393,-0.6999999999999997
193,44,0.29545454545454547,0.8000000000000004
194,54,0.12962962962962962,-2.6
195,45,0.2,-0.8999999999999998
196,39,0.15384615384615385,-1.5
197,31,0.22580645161290322,-0.2999999999999998
198,37,0.13513513513513514,-1.7
199,51,0.2549019607843137,0.10000000000000037
